mentor_node,mentor_id,struggler_node,struggler_id,shared_module,rank,match_score
http://stonegrove.example/resource/Student_30660,30660,http://stonegrove.example/resource/Student_10272,10272,,10,0.0
http://stonegrove.example/resource/Student_28887,28887,http://stonegrove.example/resource/Student_10307,10307,442502,1,0.44
http://stonegrove.example/resource/Student_29646,29646,http://stonegrove.example/resource/Student_10307,10307,,2,0.3
http://stonegrove.example/resource/Student_23779,23779,http://stonegrove.example/resource/Student_10307,10307,,3,0.3
http://stonegrove.example/resource/Student_15753,15753,http://stonegrove.example/resource/Student_10307,10307,,4,0.3
http://stonegrove.example/resource/Student_10345,10345,http://stonegrove.example/resource/Student_10307,10307,,5,0.0
http://stonegrove.example/resource/Student_29893,29893,http://stonegrove.example/resource/Student_10307,10307,,6,0.0
http://stonegrove.example/resource/Student_24428,24428,http://stonegrove.example/resource/Student_10307,10307,,7,0.0
http://stonegrove.example/resource/Student_33833,33833,http://stonegrove.example/resource/Student_10307,10307,,8,0.0
http://stonegrove.example/resource/Student_28417,28417,http://stonegrove.example/resource/Student_10307,10307,,9,0.0
http://stonegrove.example/resource/Student_201,201,http://stonegrove.example/resource/Student_10307,10307,,10,0.0
http://stonegrove.example/resource/Student_14008,14008,http://stonegrove.example/resource/Student_10315,10315,433301,1,1.0
http://stonegrove.example/resource/Student_24428,24428,http://stonegrove.example/resource/Student_10315,10315,433301,2,1.0
http://stonegrove.example/resource/Student_33833,33833,http://stonegrove.example/resource/Student_10315,10315,433301,3,1.0
http://stonegrove.example/resource/Student_7402,7402,http://stonegrove.example/resource/Student_10315,10315,433301,4,1.0
http://stonegrove.example/resource/Student_34009,34009,http://stonegrove.example/resource/Student_10315,10315,433301,5,1.0
http://stonegrove.example/resource/Student_12986,12986,http://stonegrove.example/resource/Student_10315,10315,,6,0.0
http://stonegrove.example/resource/Student_6278,6278,http://stonegrove.example/resource/Student_10315,10315,,7,0.0
http://stonegrove.example/resource/Student_10079,10079,http://stonegrove.example/resource/Student_10315,10315,,8,0.0
http://stonegrove.example/resource/Student_32085,32085,http://stonegrove.example/resource/Student_10315,10315,,9,0.0
http://stonegrove.example/resource/Student_11899,11899,http://stonegrove.example/resource/Student_10315,10315,,10,0.0
http://stonegrove.example/resource/Student_8600,8600,http://stonegrove.example/resource/Student_1032,1032,4361401,1,1.0
http://stonegrove.example/resource/Student_4116,4116,http://stonegrove.example/resource/Student_1032,1032,4361401,2,1.0
http://stonegrove.example/resource/Student_6482,6482,http://stonegrove.example/resource/Student_1032,1032,4361401,3,1.0
http://stonegrove.example/resource/Student_32699,32699,http://stonegrove.example/resource/Student_1032,1032,4361401,4,1.0
http://stonegrove.example/resource/Student_28681,28681,http://stonegrove.example/resource/Student_1032,1032,4361401,5,1.0
http://stonegrove.example/resource/Student_14954,14954,http://stonegrove.example/resource/Student_1032,1032,4361401,6,1.0
http://stonegrove.example/resource/Student_24797,24797,http://stonegrove.example/resource/Student_1032,1032,4361401,7,1.0
http://stonegrove.example/resource/Student_25019,25019,http://stonegrove.example/resource/Student_1032,1032,4361401,8,1.0
http://stonegrove.example/resource/Student_14080,14080,http://stonegrove.example/resource/Student_1032,1032,4361401,9,1.0
http://stonegrove.example/resource/Student_33119,33119,http://stonegrove.example/resource/Student_1032,1032,4361401,10,1.0
http://stonegrove.example/resource/Student_28887,28887,http://stonegrove.example/resource/Student_10352,10352,442502,1,0.44
http://stonegrove.example/resource/Student_23779,23779,http://stonegrove.example/resource/Student_10352,10352,,2,0.3
http://stonegrove.example/resource/Student_25528,25528,http://stonegrove.example/resource/Student_10352,10352,,3,0.3
http://stonegrove.example/resource/Student_21475,21475,http://stonegrove.example/resource/Student_10352,10352,,4,0.3
http://stonegrove.example/resource/Student_28417,28417,http://stonegrove.example/resource/Student_10352,10352,,5,0.0
http://stonegrove.example/resource/Student_21513,21513,http://stonegrove.example/resource/Student_10352,10352,,6,0.0
http://stonegrove.example/resource/Student_8666,8666,http://stonegrove.example/resource/Student_10352,10352,,7,0.0
http://stonegrove.example/resource/Student_33764,33764,http://stonegrove.example/resource/Student_10352,10352,,8,0.0
http://stonegrove.example/resource/Student_28681,28681,http://stonegrove.example/resource/Student_10352,10352,,9,0.0
http://stonegrove.example/resource/Student_31260,31260,http://stonegrove.example/resource/Student_10352,10352,,10,0.0
http://stonegrove.example/resource/Student_31368,31368,http://stonegrove.example/resource/Student_10354,10354,411103,1,0.4167
http://stonegrove.example/resource/Student_31368,31368,http://stonegrove.example/resource/Student_10354,10354,411202,1,0.4167
http://stonegrove.example/resource/Student_19918,19918,http://stonegrove.example/resource/Student_10354,10354,,2,0.0
http://stonegrove.example/resource/Student_24508,24508,http://stonegrove.example/resource/Student_10354,10354,,3,0.0
http://stonegrove.example/resource/Student_33119,33119,http://stonegrove.example/resource/Student_10354,10354,,4,0.0
http://stonegrove.example/resource/Student_21398,21398,http://stonegrove.example/resource/Student_10354,10354,,5,0.0
http://stonegrove.example/resource/Student_17948,17948,http://stonegrove.example/resource/Student_10354,10354,,6,0.0
http://stonegrove.example/resource/Student_31260,31260,http://stonegrove.example/resource/Student_10354,10354,,7,0.0
http://stonegrove.example/resource/Student_31700,31700,http://stonegrove.example/resource/Student_10354,10354,,8,0.0
http://stonegrove.example/resource/Student_33016,33016,http://stonegrove.example/resource/Student_10354,10354,,9,0.0
http://stonegrove.example/resource/Student_33764,33764,http://stonegrove.example/resource/Student_10354,10354,,10,0.0
http://stonegrove.example/resource/Student_14409,14409,http://stonegrove.example/resource/Student_10412,10412,,1,0.3
http://stonegrove.example/resource/Student_23982,23982,http://stonegrove.example/resource/Student_10412,10412,,2,0.3
http://stonegrove.example/resource/Student_10345,10345,http://stonegrove.example/resource/Student_10412,10412,,3,0.3
http://stonegrove.example/resource/Student_12274,12274,http://stonegrove.example/resource/Student_10412,10412,,4,0.0
http://stonegrove.example/resource/Student_13444,13444,http://stonegrove.example/resource/Student_10412,10412,,5,0.0
http://stonegrove.example/resource/Student_12266,12266,http://stonegrove.example/resource/Student_10412,10412,,6,0.0
http://stonegrove.example/resource/Student_11899,11899,http://stonegrove.example/resource/Student_10412,10412,,7,0.0
http://stonegrove.example/resource/Student_14954,14954,http://stonegrove.example/resource/Student_10412,10412,,8,0.0
http://stonegrove.example/resource/Student_10079,10079,http://stonegrove.example/resource/Student_10412,10412,,9,0.0
http://stonegrove.example/resource/Student_3146,3146,http://stonegrove.example/resource/Student_10412,10412,,10,0.0
http://stonegrove.example/resource/Student_26027,26027,http://stonegrove.example/resource/Student_10420,10420,451202,1,1.0
http://stonegrove.example/resource/Student_26027,26027,http://stonegrove.example/resource/Student_10420,10420,451301,1,1.0
http://stonegrove.example/resource/Student_18997,18997,http://stonegrove.example/resource/Student_10420,10420,451202,2,1.0
http://stonegrove.example/resource/Student_18997,18997,http://stonegrove.example/resource/Student_10420,10420,451301,2,1.0
http://stonegrove.example/resource/Student_30553,30553,http://stonegrove.example/resource/Student_10420,10420,451202,3,1.0
http://stonegrove.example/resource/Student_30553,30553,http://stonegrove.example/resource/Student_10420,10420,451301,3,1.0
http://stonegrove.example/resource/Student_184,184,http://stonegrove.example/resource/Student_10420,10420,451202,4,1.0
http://stonegrove.example/resource/Student_184,184,http://stonegrove.example/resource/Student_10420,10420,451301,4,1.0
http://stonegrove.example/resource/Student_23770,23770,http://stonegrove.example/resource/Student_10420,10420,451202,5,1.0
http://stonegrove.example/resource/Student_23770,23770,http://stonegrove.example/resource/Student_10420,10420,451301,5,1.0
http://stonegrove.example/resource/Student_21866,21866,http://stonegrove.example/resource/Student_10420,10420,,6,0.3
http://stonegrove.example/resource/Student_5576,5576,http://stonegrove.example/resource/Student_10420,10420,,7,0.3
http://stonegrove.example/resource/Student_12274,12274,http://stonegrove.example/resource/Student_10420,10420,,8,0.3
http://stonegrove.example/resource/Student_31374,31374,http://stonegrove.example/resource/Student_10420,10420,,9,0.0
http://stonegrove.example/resource/Student_12266,12266,http://stonegrove.example/resource/Student_10420,10420,,10,0.0
http://stonegrove.example/resource/Student_28417,28417,http://stonegrove.example/resource/Student_10459,10459,,1,0.0
http://stonegrove.example/resource/Student_15268,15268,http://stonegrove.example/resource/Student_10459,10459,,2,0.0
http://stonegrove.example/resource/Student_12899,12899,http://stonegrove.example/resource/Student_10459,10459,,3,0.0
http://stonegrove.example/resource/Student_14409,14409,http://stonegrove.example/resource/Student_10459,10459,,4,0.0
http://stonegrove.example/resource/Student_26202,26202,http://stonegrove.example/resource/Student_10459,10459,,5,0.0
http://stonegrove.example/resource/Student_25528,25528,http://stonegrove.example/resource/Student_10459,10459,,6,0.0
http://stonegrove.example/resource/Student_18337,18337,http://stonegrove.example/resource/Student_10459,10459,,7,0.0
http://stonegrove.example/resource/Student_15753,15753,http://stonegrove.example/resource/Student_10459,10459,,8,0.0
http://stonegrove.example/resource/Student_16963,16963,http://stonegrove.example/resource/Student_10459,10459,,9,0.0
http://stonegrove.example/resource/Student_15435,15435,http://stonegrove.example/resource/Student_10459,10459,,10,0.0
http://stonegrove.example/resource/Student_28887,28887,http://stonegrove.example/resource/Student_1047,1047,442403,1,1.0
http://stonegrove.example/resource/Student_28887,28887,http://stonegrove.example/resource/Student_1047,1047,442502,1,1.0
http://stonegrove.example/resource/Student_28887,28887,http://stonegrove.example/resource/Student_1047,1047,442601,1,1.0
http://stonegrove.example/resource/Student_23779,23779,http://stonegrove.example/resource/Student_1047,1047,,2,0.3
http://stonegrove.example/resource/Student_500,500,http://stonegrove.example/resource/Student_1047,1047,,3,0.3
http://stonegrove.example/resource/Student_25528,25528,http://stonegrove.example/resource/Student_1047,1047,,4,0.3
http://stonegrove.example/resource/Student_22687,22687,http://stonegrove.example/resource/Student_1047,1047,,5,0.3
http://stonegrove.example/resource/Student_21475,21475,http://stonegrove.example/resource/Student_1047,1047,,6,0.3
http://stonegrove.example/resource/Student_5496,5496,http://stonegrove.example/resource/Student_1047,1047,,7,0.0
http://stonegrove.example/resource/Student_3884,3884,http://stonegrove.example/resource/Student_1047,1047,,8,0.0
http://stonegrove.example/resource/Student_27838,27838,http://stonegrove.example/resource/Student_1047,1047,,9,0.0
http://stonegrove.example/resource/Student_201,201,http://stonegrove.example/resource/Student_1047,1047,,10,0.0
http://stonegrove.example/resource/Student_16099,16099,http://stonegrove.example/resource/Student_10490,10490,453703,1,1.0
http://stonegrove.example/resource/Student_16099,16099,http://stonegrove.example/resource/Student_10490,10490,453802,1,1.0
http://stonegrove.example/resource/Student_16099,16099,http://stonegrove.example/resource/Student_10490,10490,453901,1,1.0
http://stonegrove.example/resource/Student_23616,23616,http://stonegrove.example/resource/Student_10490,10490,453703,2,1.0
http://stonegrove.example/resource/Student_23616,23616,http://stonegrove.example/resource/Student_10490,10490,453802,2,1.0
http://stonegrove.example/resource/Student_23616,23616,http://stonegrove.example/resource/Student_10490,10490,453901,2,1.0
http://stonegrove.example/resource/Student_5600,5600,http://stonegrove.example/resource/Student_10490,10490,453703,3,1.0
http://stonegrove.example/resource/Student_5600,5600,http://stonegrove.example/resource/Student_10490,10490,453802,3,1.0
http://stonegrove.example/resource/Student_5600,5600,http://stonegrove.example/resource/Student_10490,10490,453901,3,1.0
http://stonegrove.example/resource/Student_26202,26202,http://stonegrove.example/resource/Student_10490,10490,,4,0.3
http://stonegrove.example/resource/Student_8192,8192,http://stonegrove.example/resource/Student_10490,10490,,5,0.3
http://stonegrove.example/resource/Student_13123,13123,http://stonegrove.example/resource/Student_10490,10490,,6,0.3
http://stonegrove.example/resource/Student_14409,14409,http://stonegrove.example/resource/Student_10490,10490,,7,0.3
http://stonegrove.example/resource/Student_29646,29646,http://stonegrove.example/resource/Student_10490,10490,,8,0.0
http://stonegrove.example/resource/Student_11512,11512,http://stonegrove.example/resource/Student_10490,10490,,9,0.0
http://stonegrove.example/resource/Student_14008,14008,http://stonegrove.example/resource/Student_10490,10490,,10,0.0
http://stonegrove.example/resource/Student_500,500,http://stonegrove.example/resource/Student_10511,10511,,1,0.3
http://stonegrove.example/resource/Student_23779,23779,http://stonegrove.example/resource/Student_10511,10511,,2,0.3
http://stonegrove.example/resource/Student_12899,12899,http://stonegrove.example/resource/Student_10511,10511,,3,0.3
http://stonegrove.example/resource/Student_15753,15753,http://stonegrove.example/resource/Student_10511,10511,,4,0.3
http://stonegrove.example/resource/Student_29646,29646,http://stonegrove.example/resource/Student_10511,10511,,5,0.3
http://stonegrove.example/resource/Student_14259,14259,http://stonegrove.example/resource/Student_10511,10511,,6,0.0
http://stonegrove.example/resource/Student_14008,14008,http://stonegrove.example/resource/Student_10511,10511,,7,0.0
http://stonegrove.example/resource/Student_14409,14409,http://stonegrove.example/resource/Student_10511,10511,,8,0.0
http://stonegrove.example/resource/Student_23982,23982,http://stonegrove.example/resource/Student_10511,10511,,9,0.0
http://stonegrove.example/resource/Student_28417,28417,http://stonegrove.example/resource/Student_10511,10511,,10,0.0
http://stonegrove.example/resource/Student_12266,12266,http://stonegrove.example/resource/Student_10719,10719,435901,1,1.0
http://stonegrove.example/resource/Student_11430,11430,http://stonegrove.example/resource/Student_10719,10719,435901,2,1.0
http://stonegrove.example/resource/Student_30660,30660,http://stonegrove.example/resource/Student_10719,10719,435901,3,1.0
http://stonegrove.example/resource/Student_32223,32223,http://stonegrove.example/resource/Student_10719,10719,435901,4,1.0
http://stonegrove.example/resource/Student_31374,31374,http://stonegrove.example/resource/Student_10719,10719,435901,5,1.0
http://stonegrove.example/resource/Student_8661,8661,http://stonegrove.example/resource/Student_10719,10719,435901,6,1.0
http://stonegrove.example/resource/Student_20819,20819,http://stonegrove.example/resource/Student_10719,10719,435901,7,1.0
http://stonegrove.example/resource/Student_31904,31904,http://stonegrove.example/resource/Student_10719,10719,435901,8,1.0
http://stonegrove.example/resource/Student_21398,21398,http://stonegrove.example/resource/Student_10719,10719,435901,9,1.0
http://stonegrove.example/resource/Student_17955,17955,http://stonegrove.example/resource/Student_10719,10719,435901,10,1.0
http://stonegrove.example/resource/Student_14409,14409,http://stonegrove.example/resource/Student_10750,10750,,1,0.3
http://stonegrove.example/resource/Student_26202,26202,http://stonegrove.example/resource/Student_10750,10750,,2,0.3
http://stonegrove.example/resource/Student_29283,29283,http://stonegrove.example/resource/Student_10750,10750,,3,0.3
http://stonegrove.example/resource/Student_10345,10345,http://stonegrove.example/resource/Student_10750,10750,,4,0.3
http://stonegrove.example/resource/Student_13444,13444,http://stonegrove.example/resource/Student_10750,10750,,5,0.0
http://stonegrove.example/resource/Student_11512,11512,http://stonegrove.example/resource/Student_10750,10750,,6,0.0
http://stonegrove.example/resource/Student_12266,12266,http://stonegrove.example/resource/Student_10750,10750,,7,0.0
http://stonegrove.example/resource/Student_12274,12274,http://stonegrove.example/resource/Student_10750,10750,,8,0.0
http://stonegrove.example/resource/Student_13107,13107,http://stonegrove.example/resource/Student_10750,10750,,9,0.0
http://stonegrove.example/resource/Student_14259,14259,http://stonegrove.example/resource/Student_10750,10750,,10,0.0
http://stonegrove.example/resource/Student_12986,12986,http://stonegrove.example/resource/Student_10801,10801,452401,1,1.0
http://stonegrove.example/resource/Student_6278,6278,http://stonegrove.example/resource/Student_10801,10801,452401,2,1.0
http://stonegrove.example/resource/Student_10079,10079,http://stonegrove.example/resource/Student_10801,10801,452401,3,1.0
http://stonegrove.example/resource/Student_33146,33146,http://stonegrove.example/resource/Student_10801,10801,452401,4,1.0
http://stonegrove.example/resource/Student_4966,4966,http://stonegrove.example/resource/Student_10801,10801,452401,5,1.0
http://stonegrove.example/resource/Student_14259,14259,http://stonegrove.example/resource/Student_10801,10801,,6,0.0
http://stonegrove.example/resource/Student_11512,11512,http://stonegrove.example/resource/Student_10801,10801,,7,0.0
http://stonegrove.example/resource/Student_34009,34009,http://stonegrove.example/resource/Student_10801,10801,,8,0.0
http://stonegrove.example/resource/Student_11899,11899,http://stonegrove.example/resource/Student_10801,10801,,9,0.0
http://stonegrove.example/resource/Student_12266,12266,http://stonegrove.example/resource/Student_10801,10801,,10,0.0
http://stonegrove.example/resource/Student_14008,14008,http://stonegrove.example/resource/Student_10849,10849,433301,1,1.0
http://stonegrove.example/resource/Student_7402,7402,http://stonegrove.example/resource/Student_10849,10849,433301,2,1.0
http://stonegrove.example/resource/Student_24428,24428,http://stonegrove.example/resource/Student_10849,10849,433301,3,1.0
http://stonegrove.example/resource/Student_33833,33833,http://stonegrove.example/resource/Student_10849,10849,433301,4,1.0
http://stonegrove.example/resource/Student_34009,34009,http://stonegrove.example/resource/Student_10849,10849,433301,5,1.0
http://stonegrove.example/resource/Student_12986,12986,http://stonegrove.example/resource/Student_10849,10849,,6,0.0
http://stonegrove.example/resource/Student_10079,10079,http://stonegrove.example/resource/Student_10849,10849,,7,0.0
http://stonegrove.example/resource/Student_32085,32085,http://stonegrove.example/resource/Student_10849,10849,,8,0.0
http://stonegrove.example/resource/Student_4966,4966,http://stonegrove.example/resource/Student_10849,10849,,9,0.0
http://stonegrove.example/resource/Student_28133,28133,http://stonegrove.example/resource/Student_10849,10849,,10,0.0
http://stonegrove.example/resource/Student_13211,13211,http://stonegrove.example/resource/Student_10868,10868,4531002,1,0.86
http://stonegrove.example/resource/Student_13211,13211,http://stonegrove.example/resource/Student_10868,10868,4531101,1,0.86
http://stonegrove.example/resource/Student_13211,13211,http://stonegrove.example/resource/Student_10868,10868,453804,1,0.86
http://stonegrove.example/resource/Student_13211,13211,http://stonegrove.example/resource/Student_10868,10868,453903,1,0.86
http://stonegrove.example/resource/Student_31030,31030,http://stonegrove.example/resource/Student_10868,10868,,2,0.3
http://stonegrove.example/resource/Student_21513,21513,http://stonegrove.example/resource/Student_10868,10868,,3,0.3
http://stonegrove.example/resource/Student_17955,17955,http://stonegrove.example/resource/Student_10868,10868,,4,0.0
