struggler_node,struggler_id,struggler_department,struggler_stage,candidate_node,candidate_id,candidate_department,shared_modules,module_overlap_pct,same_department,embedding_distance,match_score,rank
http://stonegrove.example/resource/Student_10067,10067,Health,Year1,http://stonegrove.example/resource/Student_22039,22039,Health,1,100.0,True,5.044297218322754,1.0,7
http://stonegrove.example/resource/Student_10067,10067,Health,Year1,http://stonegrove.example/resource/Student_21475,21475,Health,1,100.0,True,5.253194332122803,1.0,8
http://stonegrove.example/resource/Student_10067,10067,Health,Year1,http://stonegrove.example/resource/Student_31426,31426,Health,1,100.0,True,5.270766258239746,1.0,9
http://stonegrove.example/resource/Student_10067,10067,Health,Year1,http://stonegrove.example/resource/Student_27533,27533,Health,1,100.0,True,5.319914817810059,1.0,10
http://stonegrove.example/resource/Student_10083,10083,Politics & Economics,Year1,http://stonegrove.example/resource/Student_7148,7148,Politics & Economics,0,0.0,True,5.650686264038086,0.3,1
http://stonegrove.example/resource/Student_10083,10083,Politics & Economics,Year1,http://stonegrove.example/resource/Student_20819,20819,Politics & Economics,0,0.0,True,6.0320634841918945,0.3,2
http://stonegrove.example/resource/Student_10083,10083,Politics & Economics,Year1,http://stonegrove.example/resource/Student_32223,32223,Politics & Economics,0,0.0,True,6.165348052978516,0.3,3
http://stonegrove.example/resource/Student_10083,10083,Politics & Economics,Year1,http://stonegrove.example/resource/Student_30660,30660,Politics & Economics,0,0.0,True,6.306344509124756,0.3,4
http://stonegrove.example/resource/Student_10083,10083,Politics & Economics,Year1,http://stonegrove.example/resource/Student_31904,31904,Politics & Economics,0,0.0,True,6.379197597503662,0.3,5
http://stonegrove.example/resource/Student_10083,10083,Politics & Economics,Year1,http://stonegrove.example/resource/Student_9642,9642,Philosophy and Religion,0,0.0,False,5.651883602142334,0.0,6
http://stonegrove.example/resource/Student_10083,10083,Politics & Economics,Year1,http://stonegrove.example/resource/Student_6473,6473,Education,0,0.0,False,5.702071189880371,0.0,7
http://stonegrove.example/resource/Student_10083,10083,Politics & Economics,Year1,http://stonegrove.example/resource/Student_33764,33764,Education,0,0.0,False,5.717129707336426,0.0,8
http://stonegrove.example/resource/Student_10083,10083,Politics & Economics,Year1,http://stonegrove.example/resource/Student_21258,21258,Education,0,0.0,False,5.746421813964844,0.0,9
http://stonegrove.example/resource/Student_10083,10083,Politics & Economics,Year1,http://stonegrove.example/resource/Student_26202,26202,Sciences,0,0.0,False,5.853840351104736,0.0,10
http://stonegrove.example/resource/Student_10132,10132,Craft,Year1,http://stonegrove.example/resource/Student_31904,31904,Politics & Economics,0,0.0,False,6.471473217010498,0.0,1
http://stonegrove.example/resource/Student_10132,10132,Craft,Year1,http://stonegrove.example/resource/Student_26198,26198,Languages,0,0.0,False,6.605778694152832,0.0,2
http://stonegrove.example/resource/Student_10132,10132,Craft,Year1,http://stonegrove.example/resource/Student_28681,28681,Psychology & Sociology,0,0.0,False,6.712870121002197,0.0,3
http://stonegrove.example/resource/Student_10132,10132,Craft,Year1,http://stonegrove.example/resource/Student_6278,6278,Modern Technologies,0,0.0,False,6.726955413818359,0.0,4
http://stonegrove.example/resource/Student_10132,10132,Craft,Year1,http://stonegrove.example/resource/Student_30660,30660,Politics & Economics,0,0.0,False,6.731237888336182,0.0,5
http://stonegrove.example/resource/Student_10132,10132,Craft,Year1,http://stonegrove.example/resource/Student_28417,28417,Philosophy and Religion,0,0.0,False,6.744293212890625,0.0,6
http://stonegrove.example/resource/Student_10132,10132,Craft,Year1,http://stonegrove.example/resource/Student_24797,24797,Psychology & Sociology,0,0.0,False,6.745973110198975,0.0,7
http://stonegrove.example/resource/Student_10132,10132,Craft,Year1,http://stonegrove.example/resource/Student_8666,8666,Modern Technologies,0,0.0,False,6.746363639831543,0.0,8
http://stonegrove.example/resource/Student_10132,10132,Craft,Year1,http://stonegrove.example/resource/Student_23779,23779,Health,0,0.0,False,6.781763076782227,0.0,9
http://stonegrove.example/resource/Student_10132,10132,Craft,Year1,http://stonegrove.example/resource/Student_16325,16325,Languages,0,0.0,False,6.8036088943481445,0.0,10
http://stonegrove.example/resource/Student_10233,10233,Sciences,Year1,http://stonegrove.example/resource/Student_6111,6111,Sciences,1,100.0,True,3.562375545501709,1.0,1
http://stonegrove.example/resource/Student_10233,10233,Sciences,Year1,http://stonegrove.example/resource/Student_8192,8192,Sciences,1,100.0,True,3.5678179264068604,1.0,2
http://stonegrove.example/resource/Student_10233,10233,Sciences,Year1,http://stonegrove.example/resource/Student_29839,29839,Sciences,1,100.0,True,3.7151501178741455,1.0,3
http://stonegrove.example/resource/Student_10233,10233,Sciences,Year1,http://stonegrove.example/resource/Student_23982,23982,Sciences,1,100.0,True,3.7334673404693604,1.0,4
http://stonegrove.example/resource/Student_10233,10233,Sciences,Year1,http://stonegrove.example/resource/Student_18337,18337,Sciences,1,100.0,True,3.8846654891967773,1.0,5
http://stonegrove.example/resource/Student_10233,10233,Sciences,Year1,http://stonegrove.example/resource/Student_10345,10345,Sciences,1,100.0,True,4.015290260314941,1.0,6
http://stonegrove.example/resource/Student_10233,10233,Sciences,Year1,http://stonegrove.example/resource/Student_21513,21513,Sciences,1,100.0,True,4.141595840454102,1.0,7
http://stonegrove.example/resource/Student_10233,10233,Sciences,Year1,http://stonegrove.example/resource/Student_15435,15435,Sciences,1,100.0,True,4.207722187042236,1.0,8
http://stonegrove.example/resource/Student_10233,10233,Sciences,Year1,http://stonegrove.example/resource/Student_17942,17942,Sciences,1,100.0,True,4.225968360900879,1.0,9
http://stonegrove.example/resource/Student_10233,10233,Sciences,Year1,http://stonegrove.example/resource/Student_14409,14409,Sciences,1,100.0,True,4.263139247894287,1.0,10
http://stonegrove.example/resource/Student_10237,10237,Engineering,Year1,http://stonegrove.example/resource/Student_18997,18997,Engineering,2,100.0,True,3.6860132217407227,1.0,1
http://stonegrove.example/resource/Student_10237,10237,Engineering,Year1,http://stonegrove.example/resource/Student_26027,26027,Engineering,2,100.0,True,3.86307954788208,1.0,2
http://stonegrove.example/resource/Student_10237,10237,Engineering,Year1,http://stonegrove.example/resource/Student_30553,30553,Engineering,2,100.0,True,4.2324652671813965,1.0,3
http://stonegrove.example/resource/Student_10237,10237,Engineering,Year1,http://stonegrove.example/resource/Student_184,184,Engineering,2,100.0,True,4.551424503326416,1.0,4
http://stonegrove.example/resource/Student_10237,10237,Engineering,Year1,http://stonegrove.example/resource/Student_23770,23770,Engineering,2,100.0,True,4.9753737449646,1.0,5
http://stonegrove.example/resource/Student_10237,10237,Engineering,Year1,http://stonegrove.example/resource/Student_5576,5576,Engineering,0,0.0,True,5.346284866333008,0.3,6
http://stonegrove.example/resource/Student_10237,10237,Engineering,Year1,http://stonegrove.example/resource/Student_12274,12274,Engineering,0,0.0,True,5.407626628875732,0.3,7
http://stonegrove.example/resource/Student_10237,10237,Engineering,Year1,http://stonegrove.example/resource/Student_21866,21866,Engineering,0,0.0,True,5.5565619468688965,0.3,8
http://stonegrove.example/resource/Student_10237,10237,Engineering,Year1,http://stonegrove.example/resource/Student_5695,5695,Engineering,0,0.0,True,5.725218772888184,0.3,9
http://stonegrove.example/resource/Student_10237,10237,Engineering,Year1,http://stonegrove.example/resource/Student_3146,3146,Engineering,0,0.0,True,5.741788387298584,0.3,10
http://stonegrove.example/resource/Student_10272,10272,Craft,Year2,http://stonegrove.example/resource/Student_28417,28417,Philosophy and Religion,0,0.0,False,6.599259853363037,0.0,1
http://stonegrove.example/resource/Student_10272,10272,Craft,Year2,http://stonegrove.example/resource/Student_24428,24428,Languages,0,0.0,False,6.650841236114502,0.0,2
http://stonegrove.example/resource/Student_10272,10272,Craft,Year2,http://stonegrove.example/resource/Student_26631,26631,Health,0,0.0,False,6.729430675506592,0.0,3
http://stonegrove.example/resource/Student_10272,10272,Craft,Year2,http://stonegrove.example/resource/Student_14409,14409,Sciences,0,0.0,False,6.991855144500732,0.0,4
http://stonegrove.example/resource/Student_10272,10272,Craft,Year2,http://stonegrove.example/resource/Student_20819,20819,Politics & Economics,0,0.0,False,7.13286018371582,0.0,5
http://stonegrove.example/resource/Student_10272,10272,Craft,Year2,http://stonegrove.example/resource/Student_201,201,Sciences,0,0.0,False,7.171895980834961,0.0,6
http://stonegrove.example/resource/Student_10272,10272,Craft,Year2,http://stonegrove.example/resource/Student_1150,1150,Sciences,0,0.0,False,7.184666156768799,0.0,7
http://stonegrove.example/resource/Student_10272,10272,Craft,Year2,http://stonegrove.example/resource/Student_29283,29283,Sciences,0,0.0,False,7.206246376037598,0.0,8
http://stonegrove.example/resource/Student_10272,10272,Craft,Year2,http://stonegrove.example/resource/Student_13123,13123,Sciences,0,0.0,False,7.249389171600342,0.0,9
http://stonegrove.example/resource/Student_10272,10272,Craft,Year2,http://stonegrove.example/resource/Student_30660,30660,Politics & Economics,0,0.0,False,7.263738632202148,0.0,10
http://stonegrove.example/resource/Student_10307,10307,Health,Year3,http://stonegrove.example/resource/Student_28887,28887,Health,1,20.0,True,6.143764019012451,0.44,1
http://stonegrove.example/resource/Student_10307,10307,Health,Year3,http://stonegrove.example/resource/Student_29646,29646,Health,0,0.0,True,7.264995574951172,0.3,2
http://stonegrove.example/resource/Student_10307,10307,Health,Year3,http://stonegrove.example/resource/Student_23779,23779,Health,0,0.0,True,7.292119026184082,0.3,3
http://stonegrove.example/resource/Student_10307,10307,Health,Year3,http://stonegrove.example/resource/Student_15753,15753,Health,0,0.0,True,7.509361267089844,0.3,4
http://stonegrove.example/resource/Student_10307,10307,Health,Year3,http://stonegrove.example/resource/Student_10345,10345,Sciences,0,0.0,False,6.775708198547363,0.0,5
http://stonegrove.example/resource/Student_10307,10307,Health,Year3,http://stonegrove.example/resource/Student_29893,29893,Education,0,0.0,False,7.0211334228515625,0.0,6
http://stonegrove.example/resource/Student_10307,10307,Health,Year3,http://stonegrove.example/resource/Student_24428,24428,Languages,0,0.0,False,7.1047282218933105,0.0,7
http://stonegrove.example/resource/Student_10307,10307,Health,Year3,http://stonegrove.example/resource/Student_33833,33833,Languages,0,0.0,False,7.159489631652832,0.0,8
http://stonegrove.example/resource/Student_10307,10307,Health,Year3,http://stonegrove.example/resource/Student_28417,28417,Philosophy and Religion,0,0.0,False,7.188563823699951,0.0,9
http://stonegrove.example/resource/Student_10307,10307,Health,Year3,http://stonegrove.example/resource/Student_201,201,Sciences,0,0.0,False,7.190230369567871,0.0,10
http://stonegrove.example/resource/Student_10315,10315,Languages,Year1,http://stonegrove.example/resource/Student_14008,14008,Languages,1,100.0,True,3.7363059520721436,1.0,1
http://stonegrove.example/resource/Student_10315,10315,Languages,Year1,http://stonegrove.example/resource/Student_24428,24428,Languages,1,100.0,True,4.211374282836914,1.0,2
http://stonegrove.example/resource/Student_10315,10315,Languages,Year1,http://stonegrove.example/resource/Student_33833,33833,Languages,1,100.0,True,4.370668888092041,1.0,3
http://stonegrove.example/resource/Student_10315,10315,Languages,Year1,http://stonegrove.example/resource/Student_7402,7402,Languages,1,100.0,True,4.535337924957275,1.0,4
http://stonegrove.example/resource/Student_10315,10315,Languages,Year1,http://stonegrove.example/resource/Student_34009,34009,Languages,1,100.0,True,4.80933952331543,1.0,5
http://stonegrove.example/resource/Student_10315,10315,Languages,Year1,http://stonegrove.example/resource/Student_12986,12986,Modern Technologies,0,0.0,False,4.081628799438477,0.0,6
http://stonegrove.example/resource/Student_10315,10315,Languages,Year1,http://stonegrove.example/resource/Student_6278,6278,Modern Technologies,0,0.0,False,4.1223320960998535,0.0,7
http://stonegrove.example/resource/Student_10315,10315,Languages,Year1,http://stonegrove.example/resource/Student_10079,10079,Modern Technologies,0,0.0,False,4.259199619293213,0.0,8
http://stonegrove.example/resource/Student_10315,10315,Languages,Year1,http://stonegrove.example/resource/Student_32085,32085,Modern Technologies,0,0.0,False,4.403184413909912,0.0,9
http://stonegrove.example/resource/Student_10315,10315,Languages,Year1,http://stonegrove.example/resource/Student_11899,11899,Education,0,0.0,False,4.437673568725586,0.0,10
http://stonegrove.example/resource/Student_1032,1032,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_8600,8600,Psychology & Sociology,1,100.0,True,3.898759603500366,1.0,1
http://stonegrove.example/resource/Student_1032,1032,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_4116,4116,Psychology & Sociology,1,100.0,True,4.231236457824707,1.0,2
http://stonegrove.example/resource/Student_1032,1032,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_6482,6482,Psychology & Sociology,1,100.0,True,4.420901298522949,1.0,3
http://stonegrove.example/resource/Student_1032,1032,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_32699,32699,Psychology & Sociology,1,100.0,True,4.491171360015869,1.0,4
http://stonegrove.example/resource/Student_1032,1032,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_28681,28681,Psychology & Sociology,1,100.0,True,4.528768539428711,1.0,5
http://stonegrove.example/resource/Student_1032,1032,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_14954,14954,Psychology & Sociology,1,100.0,True,4.563754081726074,1.0,6
http://stonegrove.example/resource/Student_1032,1032,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_24797,24797,Psychology & Sociology,1,100.0,True,4.568717002868652,1.0,7
http://stonegrove.example/resource/Student_1032,1032,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_25019,25019,Psychology & Sociology,1,100.0,True,4.581124782562256,1.0,8
http://stonegrove.example/resource/Student_1032,1032,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_14080,14080,Psychology & Sociology,1,100.0,True,4.587370872497559,1.0,9
http://stonegrove.example/resource/Student_1032,1032,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_33119,33119,Psychology & Sociology,1,100.0,True,4.605466842651367,1.0,10
http://stonegrove.example/resource/Student_10352,10352,Health,Year2,http://stonegrove.example/resource/Student_28887,28887,Health,1,20.0,True,4.2137064933776855,0.44,1
http://stonegrove.example/resource/Student_10352,10352,Health,Year2,http://stonegrove.example/resource/Student_23779,23779,Health,0,0.0,True,6.4222002029418945,0.3,2
http://stonegrove.example/resource/Student_10352,10352,Health,Year2,http://stonegrove.example/resource/Student_25528,25528,Health,0,0.0,True,6.499044895172119,0.3,3
http://stonegrove.example/resource/Student_10352,10352,Health,Year2,http://stonegrove.example/resource/Student_21475,21475,Health,0,0.0,True,6.508535861968994,0.3,4
http://stonegrove.example/resource/Student_10352,10352,Health,Year2,http://stonegrove.example/resource/Student_28417,28417,Philosophy and Religion,0,0.0,False,5.945127010345459,0.0,5
http://stonegrove.example/resource/Student_10352,10352,Health,Year2,http://stonegrove.example/resource/Student_21513,21513,Sciences,0,0.0,False,5.997262954711914,0.0,6
http://stonegrove.example/resource/Student_10352,10352,Health,Year2,http://stonegrove.example/resource/Student_8666,8666,Modern Technologies,0,0.0,False,6.178825855255127,0.0,7
http://stonegrove.example/resource/Student_10352,10352,Health,Year2,http://stonegrove.example/resource/Student_33764,33764,Education,0,0.0,False,6.189944267272949,0.0,8
http://stonegrove.example/resource/Student_10352,10352,Health,Year2,http://stonegrove.example/resource/Student_28681,28681,Psychology & Sociology,0,0.0,False,6.1921916007995605,0.0,9
http://stonegrove.example/resource/Student_10352,10352,Health,Year2,http://stonegrove.example/resource/Student_31260,31260,Philosophy and Religion,0,0.0,False,6.2396745681762695,0.0,10
http://stonegrove.example/resource/Student_10354,10354,Business,Year3,http://stonegrove.example/resource/Student_31368,31368,Business,2,16.7,True,5.550960540771484,0.4167,1
http://stonegrove.example/resource/Student_10354,10354,Business,Year3,http://stonegrove.example/resource/Student_19918,19918,Health,0,0.0,False,6.666806697845459,0.0,2
http://stonegrove.example/resource/Student_10354,10354,Business,Year3,http://stonegrove.example/resource/Student_24508,24508,Health,0,0.0,False,6.698688507080078,0.0,3
http://stonegrove.example/resource/Student_10354,10354,Business,Year3,http://stonegrove.example/resource/Student_33119,33119,Psychology & Sociology,0,0.0,False,6.705491542816162,0.0,4
http://stonegrove.example/resource/Student_10354,10354,Business,Year3,http://stonegrove.example/resource/Student_21398,21398,Politics & Economics,0,0.0,False,6.7099928855896,0.0,5
http://stonegrove.example/resource/Student_10354,10354,Business,Year3,http://stonegrove.example/resource/Student_17948,17948,Education,0,0.0,False,6.715644359588623,0.0,6
http://stonegrove.example/resource/Student_10354,10354,Business,Year3,http://stonegrove.example/resource/Student_31260,31260,Philosophy and Religion,0,0.0,False,6.736186504364014,0.0,7
http://stonegrove.example/resource/Student_10354,10354,Business,Year3,http://stonegrove.example/resource/Student_31700,31700,Modern Technologies,0,0.0,False,6.739546775817871,0.0,8
http://stonegrove.example/resource/Student_10354,10354,Business,Year3,http://stonegrove.example/resource/Student_33016,33016,Psychology & Sociology,0,0.0,False,6.816605567932129,0.0,9
http://stonegrove.example/resource/Student_10354,10354,Business,Year3,http://stonegrove.example/resource/Student_33764,33764,Education,0,0.0,False,6.853069305419922,0.0,10
http://stonegrove.example/resource/Student_10412,10412,Sciences,Year1,http://stonegrove.example/resource/Student_14409,14409,Sciences,0,0.0,True,6.354301452636719,0.3,1
http://stonegrove.example/resource/Student_10412,10412,Sciences,Year1,http://stonegrove.example/resource/Student_23982,23982,Sciences,0,0.0,True,6.788331031799316,0.3,2
http://stonegrove.example/resource/Student_10412,10412,Sciences,Year1,http://stonegrove.example/resource/Student_10345,10345,Sciences,0,0.0,True,6.919055461883545,0.3,3
http://stonegrove.example/resource/Student_10412,10412,Sciences,Year1,http://stonegrove.example/resource/Student_12274,12274,Engineering,0,0.0,False,6.024710178375244,0.0,4
http://stonegrove.example/resource/Student_10412,10412,Sciences,Year1,http://stonegrove.example/resource/Student_13444,13444,Education,0,0.0,False,6.148115634918213,0.0,5
http://stonegrove.example/resource/Student_10412,10412,Sciences,Year1,http://stonegrove.example/resource/Student_12266,12266,Politics & Economics,0,0.0,False,6.205321788787842,0.0,6
http://stonegrove.example/resource/Student_10412,10412,Sciences,Year1,http://stonegrove.example/resource/Student_11899,11899,Education,0,0.0,False,6.31267786026001,0.0,7
http://stonegrove.example/resource/Student_10412,10412,Sciences,Year1,http://stonegrove.example/resource/Student_14954,14954,Psychology & Sociology,0,0.0,False,6.448965072631836,0.0,8
http://stonegrove.example/resource/Student_10412,10412,Sciences,Year1,http://stonegrove.example/resource/Student_10079,10079,Modern Technologies,0,0.0,False,6.514556884765625,0.0,9
http://stonegrove.example/resource/Student_10412,10412,Sciences,Year1,http://stonegrove.example/resource/Student_3146,3146,Engineering,0,0.0,False,6.586790561676025,0.0,10
http://stonegrove.example/resource/Student_10420,10420,Engineering,Year1,http://stonegrove.example/resource/Student_26027,26027,Engineering,2,100.0,True,4.3519134521484375,1.0,1
http://stonegrove.example/resource/Student_10420,10420,Engineering,Year1,http://stonegrove.example/resource/Student_18997,18997,Engineering,2,100.0,True,4.379297256469727,1.0,2
http://stonegrove.example/resource/Student_10420,10420,Engineering,Year1,http://stonegrove.example/resource/Student_30553,30553,Engineering,2,100.0,True,5.070318698883057,1.0,3
http://stonegrove.example/resource/Student_10420,10420,Engineering,Year1,http://stonegrove.example/resource/Student_184,184,Engineering,2,100.0,True,5.18464469909668,1.0,4
http://stonegrove.example/resource/Student_10420,10420,Engineering,Year1,http://stonegrove.example/resource/Student_23770,23770,Engineering,2,100.0,True,6.332429885864258,1.0,5
http://stonegrove.example/resource/Student_10420,10420,Engineering,Year1,http://stonegrove.example/resource/Student_21866,21866,Engineering,0,0.0,True,6.4234819412231445,0.3,6
http://stonegrove.example/resource/Student_10420,10420,Engineering,Year1,http://stonegrove.example/resource/Student_5576,5576,Engineering,0,0.0,True,6.544722080230713,0.3,7
http://stonegrove.example/resource/Student_10420,10420,Engineering,Year1,http://stonegrove.example/resource/Student_12274,12274,Engineering,0,0.0,True,6.61121129989624,0.3,8
http://stonegrove.example/resource/Student_10420,10420,Engineering,Year1,http://stonegrove.example/resource/Student_31374,31374,Politics & Economics,0,0.0,False,5.5847039222717285,0.0,9
http://stonegrove.example/resource/Student_10420,10420,Engineering,Year1,http://stonegrove.example/resource/Student_12266,12266,Politics & Economics,0,0.0,False,5.735186576843262,0.0,10
http://stonegrove.example/resource/Student_10459,10459,Craft,Year2,http://stonegrove.example/resource/Student_28417,28417,Philosophy and Religion,0,0.0,False,6.548418998718262,0.0,1
http://stonegrove.example/resource/Student_10459,10459,Craft,Year2,http://stonegrove.example/resource/Student_15268,15268,Health,0,0.0,False,6.680274963378906,0.0,2
http://stonegrove.example/resource/Student_10459,10459,Craft,Year2,http://stonegrove.example/resource/Student_12899,12899,Health,0,0.0,False,6.728689193725586,0.0,3
http://stonegrove.example/resource/Student_10459,10459,Craft,Year2,http://stonegrove.example/resource/Student_14409,14409,Sciences,0,0.0,False,6.797291278839111,0.0,4
http://stonegrove.example/resource/Student_10459,10459,Craft,Year2,http://stonegrove.example/resource/Student_26202,26202,Sciences,0,0.0,False,6.928816795349121,0.0,5
http://stonegrove.example/resource/Student_10459,10459,Craft,Year2,http://stonegrove.example/resource/Student_25528,25528,Health,0,0.0,False,6.936532497406006,0.0,6
http://stonegrove.example/resource/Student_10459,10459,Craft,Year2,http://stonegrove.example/resource/Student_18337,18337,Sciences,0,0.0,False,6.952463626861572,0.0,7
http://stonegrove.example/resource/Student_10459,10459,Craft,Year2,http://stonegrove.example/resource/Student_15753,15753,Health,0,0.0,False,6.968067646026611,0.0,8
http://stonegrove.example/resource/Student_10459,10459,Craft,Year2,http://stonegrove.example/resource/Student_16963,16963,Philosophy and Religion,0,0.0,False,6.971197605133057,0.0,9
http://stonegrove.example/resource/Student_10459,10459,Craft,Year2,http://stonegrove.example/resource/Student_15435,15435,Sciences,0,0.0,False,6.988674640655518,0.0,10
